"","code_module","code_presentation","id_student","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result","id"
"24441","FFF","2013J",500772,"M","East Anglian Region","A Level or Equivalent","90-100%","0-35",0,60,"N","Pass","FFF 2013J"
"24442","FFF","2013J",501336,"M","Wales","A Level or Equivalent","80-90%","0-35",1,120,"N","Pass","FFF 2013J"
"24443","FFF","2013J",501425,"F","Wales","Lower Than A Level","40-50%","0-35",0,60,"N","Pass","FFF 2013J"
"24444","FFF","2013J",501871,"M","North Western Region","Lower Than A Level","0-10%","35-55",0,60,"N","Pass","FFF 2013J"
"24445","FFF","2013J",501922,"M","London Region","Lower Than A Level","0-10%","0-35",1,120,"N","Fail","FFF 2013J"
"24446","FFF","2013J",502249,"M","East Anglian Region","A Level or Equivalent","40-50%","0-35",1,60,"Y","Pass","FFF 2013J"
"24447","FFF","2013J",502361,"M","West Midlands Region","Lower Than A Level","60-70%","0-35",1,90,"N","Pass","FFF 2013J"
"24448","FFF","2013J",502517,"M","West Midlands Region","A Level or Equivalent","90-100%","0-35",2,60,"N","Pass","FFF 2013J"
"24449","FFF","2013J",502531,"M","South Region","Lower Than A Level","50-60%","0-35",2,150,"N","Fail","FFF 2013J"
"24450","FFF","2013J",502696,"M","South Region","A Level or Equivalent","80-90%","0-35",1,90,"N","Withdrawn","FFF 2013J"
"24451","FFF","2013J",502779,"M","Ireland","A Level or Equivalent","80-90%","0-35",0,90,"Y","Withdrawn","FFF 2013J"
"24452","FFF","2013J",503352,"M","London Region","A Level or Equivalent","70-80%","35-55",0,120,"N","Distinction","FFF 2013J"
"24453","FFF","2013J",503401,"M","South Region","Lower Than A Level","90-100%","0-35",0,130,"N","Withdrawn","FFF 2013J"
"24454","FFF","2013J",503477,"M","East Midlands Region","A Level or Equivalent","80-90%","35-55",0,60,"N","Pass","FFF 2013J"
"24455","FFF","2013J",503684,"M","East Anglian Region","Lower Than A Level","40-50%","35-55",0,60,"N","Fail","FFF 2013J"
"24456","FFF","2013J",503764,"M","South East Region","Lower Than A Level","90-100%","35-55",0,60,"N","Pass","FFF 2013J"
"24457","FFF","2013J",504076,"F","West Midlands Region","Lower Than A Level","20-30%","0-35",0,120,"N","Pass","FFF 2013J"
"24458","FFF","2013J",504105,"M","Scotland","A Level or Equivalent","50-60%","0-35",0,60,"N","Pass","FFF 2013J"
"24459","FFF","2013J",504300,"M","North Region","Lower Than A Level","?","0-35",0,60,"N","Withdrawn","FFF 2013J"
"24460","FFF","2013J",504321,"F","North Western Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Pass","FFF 2013J"
"24461","FFF","2013J",504700,"M","South West Region","A Level or Equivalent","20-30%","0-35",0,120,"N","Withdrawn","FFF 2013J"
"24462","FFF","2013J",504834,"F","Wales","HE Qualification","30-40%","35-55",0,120,"N","Withdrawn","FFF 2013J"
"24463","FFF","2013J",504899,"M","East Midlands Region","A Level or Equivalent","60-70%","0-35",0,180,"N","Withdrawn","FFF 2013J"
"24464","FFF","2013J",504956,"M","Scotland","HE Qualification","30-40%","35-55",1,90,"Y","Fail","FFF 2013J"
"24465","FFF","2013J",505047,"M","East Anglian Region","HE Qualification","70-80%","0-35",0,60,"N","Fail","FFF 2013J"
"24466","FFF","2013J",505153,"M","North Region","A Level or Equivalent","10-20","0-35",0,120,"N","Withdrawn","FFF 2013J"
"24467","FFF","2013J",505410,"M","Wales","Lower Than A Level","70-80%","35-55",0,60,"N","Pass","FFF 2013J"
"24468","FFF","2013J",505501,"F","London Region","Lower Than A Level","10-20","0-35",1,120,"N","Withdrawn","FFF 2013J"
"24469","FFF","2013J",506288,"M","North Region","A Level or Equivalent","70-80%","0-35",0,120,"N","Withdrawn","FFF 2013J"
"24470","FFF","2013J",506289,"M","South Region","Lower Than A Level","40-50%","0-35",1,60,"N","Fail","FFF 2013J"
"24471","FFF","2013J",506309,"F","East Anglian Region","A Level or Equivalent","70-80%","0-35",0,120,"N","Pass","FFF 2013J"
"24472","FFF","2013J",506498,"M","Scotland","A Level or Equivalent","0-10%","0-35",1,60,"N","Withdrawn","FFF 2013J"
"24473","FFF","2013J",506550,"M","Wales","A Level or Equivalent","20-30%","0-35",0,60,"N","Pass","FFF 2013J"
"24474","FFF","2013J",506783,"M","East Anglian Region","Lower Than A Level","60-70%","0-35",1,90,"N","Fail","FFF 2013J"
"24475","FFF","2013J",507010,"M","North Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Pass","FFF 2013J"
"24476","FFF","2013J",507084,"F","North Western Region","Lower Than A Level","0-10%","0-35",1,60,"N","Fail","FFF 2013J"
"24477","FFF","2013J",507941,"F","Yorkshire Region","A Level or Equivalent","70-80%","0-35",0,60,"N","Distinction","FFF 2013J"
"24478","FFF","2013J",508059,"M","West Midlands Region","A Level or Equivalent","80-90%","0-35",1,90,"N","Fail","FFF 2013J"
"24479","FFF","2013J",508210,"M","Wales","HE Qualification","80-90%","0-35",0,90,"N","Pass","FFF 2013J"
"24480","FFF","2013J",508232,"M","South West Region","Lower Than A Level","10-20","0-35",1,60,"N","Withdrawn","FFF 2013J"
"24481","FFF","2013J",508274,"F","Yorkshire Region","A Level or Equivalent","20-30%","0-35",1,120,"N","Distinction","FFF 2013J"
"24482","FFF","2013J",508295,"F","East Anglian Region","A Level or Equivalent","70-80%","0-35",0,60,"Y","Fail","FFF 2013J"
"24483","FFF","2013J",508326,"M","London Region","Lower Than A Level","20-30%","0-35",0,60,"N","Fail","FFF 2013J"
"24484","FFF","2013J",508388,"M","East Anglian Region","A Level or Equivalent","10-20","0-35",0,60,"N","Pass","FFF 2013J"
"24485","FFF","2013J",508469,"M","Scotland","Lower Than A Level","60-70%","0-35",0,120,"N","Withdrawn","FFF 2013J"
"24486","FFF","2013J",508627,"M","North Western Region","Lower Than A Level","30-40%","0-35",1,60,"N","Fail","FFF 2013J"
"24487","FFF","2013J",508630,"F","East Anglian Region","Lower Than A Level","10-20","35-55",0,60,"N","Fail","FFF 2013J"
"24488","FFF","2013J",508713,"M","North Western Region","Lower Than A Level","0-10%","0-35",0,120,"N","Fail","FFF 2013J"
"24489","FFF","2013J",508804,"M","East Anglian Region","Lower Than A Level","70-80%","35-55",0,60,"N","Pass","FFF 2013J"
"24490","FFF","2013J",508942,"M","South Region","Lower Than A Level","10-20","0-35",0,180,"Y","Fail","FFF 2013J"
"24491","FFF","2013J",509407,"M","Ireland","Lower Than A Level","60-70%","0-35",1,180,"N","Withdrawn","FFF 2013J"
"24492","FFF","2013J",509940,"F","North Western Region","HE Qualification","0-10%","0-35",1,60,"N","Withdrawn","FFF 2013J"
"24493","FFF","2013J",510112,"M","East Anglian Region","HE Qualification","70-80%","35-55",0,120,"N","Withdrawn","FFF 2013J"
"24494","FFF","2013J",510534,"M","South West Region","A Level or Equivalent","70-80%","0-35",0,60,"N","Pass","FFF 2013J"
"24495","FFF","2013J",511432,"M","Scotland","A Level or Equivalent","40-50%","0-35",1,270,"N","Withdrawn","FFF 2013J"
"24496","FFF","2013J",512123,"M","East Anglian Region","Lower Than A Level","70-80%","0-35",1,60,"N","Fail","FFF 2013J"
"24497","FFF","2013J",512335,"M","South West Region","A Level or Equivalent","70-80%","35-55",2,120,"N","Withdrawn","FFF 2013J"
"24498","FFF","2013J",512725,"M","West Midlands Region","A Level or Equivalent","50-60%","0-35",1,120,"N","Withdrawn","FFF 2013J"
"24499","FFF","2013J",512859,"M","West Midlands Region","A Level or Equivalent","40-50%","0-35",1,90,"N","Fail","FFF 2013J"
"24500","FFF","2013J",513228,"M","North Western Region","Lower Than A Level","90-100%","0-35",1,90,"N","Pass","FFF 2013J"
"24501","FFF","2013J",513796,"M","East Anglian Region","Lower Than A Level","20-30%","0-35",0,120,"N","Withdrawn","FFF 2013J"
"24502","FFF","2013J",514558,"F","East Anglian Region","Lower Than A Level","70-80%","0-35",1,120,"Y","Fail","FFF 2013J"
"24503","FFF","2013J",514913,"M","Yorkshire Region","Lower Than A Level","20-30%","0-35",1,120,"Y","Fail","FFF 2013J"
"24504","FFF","2013J",515285,"M","South East Region","A Level or Equivalent","90-100%","0-35",0,60,"N","Pass","FFF 2013J"
"24505","FFF","2013J",515536,"M","Scotland","A Level or Equivalent","50-60%","0-35",0,120,"Y","Fail","FFF 2013J"
"24506","FFF","2013J",515574,"M","South East Region","Lower Than A Level","60-70%","35-55",1,60,"N","Fail","FFF 2013J"
"24507","FFF","2013J",515833,"M","South Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Pass","FFF 2013J"
"24508","FFF","2013J",515857,"M","East Midlands Region","Lower Than A Level","10-20","35-55",0,60,"N","Pass","FFF 2013J"
"24509","FFF","2013J",515859,"M","East Midlands Region","Lower Than A Level","20-30%","0-35",0,60,"N","Fail","FFF 2013J"
"24510","FFF","2013J",515888,"M","East Midlands Region","Lower Than A Level","90-100%","0-35",0,90,"N","Pass","FFF 2013J"
"24511","FFF","2013J",516095,"F","Scotland","Lower Than A Level","30-40%","0-35",0,60,"N","Pass","FFF 2013J"
"24512","FFF","2013J",516620,"M","South East Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Fail","FFF 2013J"
"24513","FFF","2013J",516673,"M","South Region","Lower Than A Level","90-100%","0-35",1,120,"N","Withdrawn","FFF 2013J"
"24514","FFF","2013J",516770,"M","West Midlands Region","Lower Than A Level","0-10%","35-55",1,120,"N","Withdrawn","FFF 2013J"
"24515","FFF","2013J",517349,"M","Yorkshire Region","A Level or Equivalent","50-60%","0-35",1,150,"N","Pass","FFF 2013J"
"24516","FFF","2013J",517481,"M","Ireland","Post Graduate Qualification","?","35-55",1,60,"N","Fail","FFF 2013J"
"24517","FFF","2013J",517571,"M","South West Region","A Level or Equivalent","80-90%","35-55",1,60,"N","Withdrawn","FFF 2013J"
"24518","FFF","2013J",517731,"F","South West Region","A Level or Equivalent","50-60%","0-35",0,150,"N","Pass","FFF 2013J"
"24519","FFF","2013J",518364,"M","South Region","A Level or Equivalent","70-80%","0-35",0,60,"N","Fail","FFF 2013J"
"24520","FFF","2013J",518544,"M","South Region","Lower Than A Level","80-90%","0-35",1,120,"N","Pass","FFF 2013J"
"24521","FFF","2013J",518930,"M","North Western Region","Lower Than A Level","10-20","0-35",1,60,"N","Fail","FFF 2013J"
"24522","FFF","2013J",518937,"M","East Midlands Region","Lower Than A Level","90-100%","0-35",0,60,"N","Pass","FFF 2013J"
"24523","FFF","2013J",520061,"M","North Region","Lower Than A Level","?","35-55",1,90,"N","Fail","FFF 2013J"
"24524","FFF","2013J",520249,"F","Scotland","A Level or Equivalent","90-100%","0-35",0,60,"N","Withdrawn","FFF 2013J"
"24525","FFF","2013J",521109,"M","South Region","Lower Than A Level","20-30%","0-35",2,60,"N","Withdrawn","FFF 2013J"
"24526","FFF","2013J",521255,"M","London Region","Lower Than A Level","70-80%","0-35",0,120,"N","Withdrawn","FFF 2013J"
"24527","FFF","2013J",521329,"M","West Midlands Region","Lower Than A Level","20-30%","0-35",1,60,"N","Pass","FFF 2013J"
"24528","FFF","2013J",521788,"M","North Region","A Level or Equivalent","?","0-35",1,90,"N","Fail","FFF 2013J"
"24529","FFF","2013J",522007,"M","East Anglian Region","Lower Than A Level","20-30%","0-35",1,60,"N","Fail","FFF 2013J"
"24530","FFF","2013J",522082,"F","North Western Region","A Level or Equivalent","0-10%","35-55",0,120,"N","Withdrawn","FFF 2013J"
"24531","FFF","2013J",522257,"M","Yorkshire Region","Lower Than A Level","0-10%","0-35",1,60,"N","Pass","FFF 2013J"
"24532","FFF","2013J",522428,"M","South West Region","Lower Than A Level","30-40%","0-35",1,60,"N","Fail","FFF 2013J"
"24533","FFF","2013J",522740,"M","London Region","A Level or Equivalent","30-40%","0-35",0,90,"N","Pass","FFF 2013J"
"24534","FFF","2013J",522862,"M","Wales","A Level or Equivalent","90-100%","0-35",2,60,"N","Fail","FFF 2013J"
"24535","FFF","2013J",522881,"M","South East Region","A Level or Equivalent","30-40%","0-35",1,60,"N","Fail","FFF 2013J"
"24536","FFF","2013J",523599,"M","Wales","A Level or Equivalent","10-20","35-55",1,120,"N","Pass","FFF 2013J"
"24537","FFF","2013J",523680,"M","East Anglian Region","A Level or Equivalent","50-60%","35-55",0,60,"N","Pass","FFF 2013J"
"24538","FFF","2013J",523777,"M","North Region","A Level or Equivalent","0-10%","35-55",1,60,"N","Fail","FFF 2013J"
"24539","FFF","2013J",523971,"M","London Region","A Level or Equivalent","10-20","0-35",1,60,"N","Fail","FFF 2013J"
"24540","FFF","2013J",524232,"M","London Region","Lower Than A Level","0-10%","35-55",1,60,"N","Withdrawn","FFF 2013J"
"24541","FFF","2013J",524379,"F","London Region","Lower Than A Level","80-90%","0-35",0,210,"N","Withdrawn","FFF 2013J"
"24542","FFF","2013J",524384,"M","Yorkshire Region","Lower Than A Level","0-10%","35-55",0,60,"N","Fail","FFF 2013J"
"24543","FFF","2013J",524407,"M","London Region","HE Qualification","50-60%","35-55",0,60,"N","Pass","FFF 2013J"
"24544","FFF","2013J",524845,"F","Scotland","A Level or Equivalent","80-90%","0-35",0,150,"Y","Pass","FFF 2013J"
"24545","FFF","2013J",524938,"F","Yorkshire Region","A Level or Equivalent","60-70%","0-35",1,60,"N","Fail","FFF 2013J"
"24546","FFF","2013J",524974,"M","South East Region","Lower Than A Level","60-70%","0-35",0,60,"N","Pass","FFF 2013J"
"24547","FFF","2013J",524996,"F","North Western Region","Lower Than A Level","20-30%","35-55",0,240,"N","Withdrawn","FFF 2013J"
"24548","FFF","2013J",525596,"M","Scotland","Lower Than A Level","80-90%","0-35",0,60,"N","Withdrawn","FFF 2013J"
"24549","FFF","2013J",525694,"M","South Region","A Level or Equivalent","70-80%","0-35",1,60,"N","Withdrawn","FFF 2013J"
"24550","FFF","2013J",525781,"M","East Anglian Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Withdrawn","FFF 2013J"
"24551","FFF","2013J",526601,"M","South Region","Lower Than A Level","90-100%","35-55",0,60,"N","Pass","FFF 2013J"
"24552","FFF","2013J",526948,"F","London Region","Lower Than A Level","20-30%","35-55",0,240,"N","Withdrawn","FFF 2013J"
"24553","FFF","2013J",527148,"M","North Western Region","HE Qualification","70-80%","0-35",0,150,"N","Pass","FFF 2013J"
"24554","FFF","2013J",527494,"M","South Region","Lower Than A Level","?","0-35",0,60,"N","Pass","FFF 2013J"
"24555","FFF","2013J",527565,"M","Wales","Lower Than A Level","20-30%","0-35",0,120,"Y","Withdrawn","FFF 2013J"
"24556","FFF","2013J",527619,"M","Ireland","A Level or Equivalent","80-90%","0-35",0,120,"Y","Withdrawn","FFF 2013J"
"24557","FFF","2013J",527713,"M","North Western Region","Lower Than A Level","30-40%","0-35",0,60,"N","Distinction","FFF 2013J"
"24558","FFF","2013J",527775,"F","Scotland","HE Qualification","10-20","0-35",1,60,"N","Fail","FFF 2013J"
"24559","FFF","2013J",528506,"M","South Region","HE Qualification","90-100%","0-35",0,60,"N","Pass","FFF 2013J"
"24560","FFF","2013J",528559,"M","North Region","No Formal quals","?","0-35",1,90,"N","Pass","FFF 2013J"
"24561","FFF","2013J",529197,"M","North Region","A Level or Equivalent","?","35-55",1,120,"N","Pass","FFF 2013J"
"24562","FFF","2013J",529201,"M","Scotland","HE Qualification","10-20","0-35",0,90,"N","Pass","FFF 2013J"
"24563","FFF","2013J",529211,"M","Scotland","A Level or Equivalent","70-80%","0-35",1,60,"N","Fail","FFF 2013J"
"24564","FFF","2013J",529309,"M","East Midlands Region","A Level or Equivalent","40-50%","0-35",2,60,"N","Pass","FFF 2013J"
"24565","FFF","2013J",529490,"M","Scotland","HE Qualification","90-100%","0-35",0,60,"N","Withdrawn","FFF 2013J"
"24566","FFF","2013J",529684,"F","North Western Region","Lower Than A Level","10-20","35-55",0,90,"Y","Fail","FFF 2013J"
"24567","FFF","2013J",529723,"M","South West Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Pass","FFF 2013J"
"24568","FFF","2013J",529862,"F","West Midlands Region","A Level or Equivalent","70-80%","35-55",1,60,"N","Distinction","FFF 2013J"
"24569","FFF","2013J",530043,"M","South Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Pass","FFF 2013J"
"24570","FFF","2013J",530159,"M","East Anglian Region","A Level or Equivalent","10-20","0-35",1,60,"N","Pass","FFF 2013J"
"24571","FFF","2013J",530852,"M","Wales","Lower Than A Level","10-20","0-35",1,60,"N","Withdrawn","FFF 2013J"
"24572","FFF","2013J",530940,"F","London Region","Lower Than A Level","50-60%","0-35",0,90,"N","Pass","FFF 2013J"
"24573","FFF","2013J",531344,"M","South Region","Lower Than A Level","40-50%","0-35",1,120,"N","Withdrawn","FFF 2013J"
"24574","FFF","2013J",531953,"M","London Region","A Level or Equivalent","80-90%","0-35",0,90,"N","Fail","FFF 2013J"
"24575","FFF","2013J",532121,"F","North Western Region","Lower Than A Level","0-10%","35-55",0,120,"N","Pass","FFF 2013J"
"24576","FFF","2013J",532741,"M","London Region","A Level or Equivalent","40-50%","0-35",1,90,"N","Fail","FFF 2013J"
"24577","FFF","2013J",532895,"M","South Region","Lower Than A Level","50-60%","0-35",0,60,"N","Withdrawn","FFF 2013J"
"24578","FFF","2013J",533523,"M","East Midlands Region","A Level or Equivalent","60-70%","0-35",0,90,"N","Pass","FFF 2013J"
"24579","FFF","2013J",533975,"M","South West Region","A Level or Equivalent","70-80%","0-35",0,60,"N","Pass","FFF 2013J"
"24580","FFF","2013J",535131,"M","London Region","A Level or Equivalent","10-20","0-35",1,60,"N","Pass","FFF 2013J"
"24581","FFF","2013J",535529,"M","Wales","Lower Than A Level","0-10%","0-35",1,60,"N","Fail","FFF 2013J"
"24582","FFF","2013J",535671,"F","Scotland","HE Qualification","50-60%","0-35",0,60,"N","Withdrawn","FFF 2013J"
"24583","FFF","2013J",536103,"M","Scotland","HE Qualification","60-70%","0-35",1,90,"N","Fail","FFF 2013J"
"24584","FFF","2013J",536331,"M","London Region","A Level or Equivalent","20-30%","0-35",0,90,"N","Pass","FFF 2013J"
"24585","FFF","2013J",536711,"M","North Western Region","Lower Than A Level","20-30%","0-35",0,120,"Y","Withdrawn","FFF 2013J"
"24586","FFF","2013J",537028,"M","Scotland","Lower Than A Level","10-20","0-35",1,75,"N","Fail","FFF 2013J"
"24587","FFF","2013J",537133,"F","South East Region","Lower Than A Level","20-30%","0-35",1,60,"Y","Fail","FFF 2013J"
"24588","FFF","2013J",537328,"M","Wales","A Level or Equivalent","80-90%","0-35",0,120,"N","Pass","FFF 2013J"
"24589","FFF","2013J",537942,"F","North Western Region","A Level or Equivalent","0-10%","0-35",0,180,"N","Pass","FFF 2013J"
"24590","FFF","2013J",539945,"F","South Region","A Level or Equivalent","90-100%","0-35",0,120,"N","Withdrawn","FFF 2013J"
"24591","FFF","2013J",540503,"M","London Region","Lower Than A Level","30-40%","0-35",0,60,"N","Pass","FFF 2013J"
"24592","FFF","2013J",540637,"M","East Anglian Region","Lower Than A Level","50-60%","0-35",1,120,"N","Pass","FFF 2013J"
"24593","FFF","2013J",540909,"M","West Midlands Region","A Level or Equivalent","90-100%","0-35",0,120,"N","Withdrawn","FFF 2013J"
"24594","FFF","2013J",541768,"M","East Midlands Region","A Level or Equivalent","10-20","0-35",0,90,"N","Pass","FFF 2013J"
"24595","FFF","2013J",541783,"M","North Western Region","A Level or Equivalent","0-10%","0-35",0,60,"N","Pass","FFF 2013J"
"24596","FFF","2013J",542423,"M","West Midlands Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Withdrawn","FFF 2013J"
"24597","FFF","2013J",542550,"M","North Region","A Level or Equivalent","0-10%","35-55",1,120,"N","Withdrawn","FFF 2013J"
"24598","FFF","2013J",543607,"M","East Midlands Region","HE Qualification","90-100%","0-35",0,60,"N","Pass","FFF 2013J"
"24599","FFF","2013J",543763,"M","East Midlands Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Pass","FFF 2013J"
"24600","FFF","2013J",543953,"F","South East Region","Lower Than A Level","50-60%","0-35",0,60,"N","Pass","FFF 2013J"
"24601","FFF","2013J",544021,"M","South Region","Lower Than A Level","40-50%","0-35",1,60,"N","Withdrawn","FFF 2013J"
"24602","FFF","2013J",544090,"M","South East Region","A Level or Equivalent","30-40%","0-35",0,120,"N","Distinction","FFF 2013J"
"24603","FFF","2013J",544092,"M","North Region","A Level or Equivalent","20-30%","0-35",0,90,"N","Pass","FFF 2013J"
"24604","FFF","2013J",544155,"M","North Western Region","Lower Than A Level","10-20","0-35",0,120,"N","Fail","FFF 2013J"
"24605","FFF","2013J",544207,"M","East Midlands Region","Lower Than A Level","60-70%","35-55",0,60,"N","Distinction","FFF 2013J"
"24606","FFF","2013J",544289,"M","North Region","HE Qualification","?","0-35",1,90,"N","Pass","FFF 2013J"
"24607","FFF","2013J",544745,"M","South Region","A Level or Equivalent","30-40%","0-35",0,90,"N","Withdrawn","FFF 2013J"
"24608","FFF","2013J",545119,"M","South Region","Lower Than A Level","90-100%","35-55",1,150,"Y","Withdrawn","FFF 2013J"
"24609","FFF","2013J",545916,"M","East Midlands Region","Lower Than A Level","90-100%","0-35",0,120,"N","Fail","FFF 2013J"
"24610","FFF","2013J",545944,"M","Wales","A Level or Equivalent","20-30%","0-35",1,180,"N","Withdrawn","FFF 2013J"
"24611","FFF","2013J",546065,"M","South Region","Lower Than A Level","80-90%","0-35",0,60,"N","Pass","FFF 2013J"
"24612","FFF","2013J",546480,"M","East Anglian Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Pass","FFF 2013J"
"24613","FFF","2013J",546547,"F","Scotland","Lower Than A Level","20-30%","0-35",0,90,"N","Withdrawn","FFF 2013J"
"24614","FFF","2013J",546643,"M","London Region","HE Qualification","10-20","0-35",0,90,"N","Fail","FFF 2013J"
"24615","FFF","2013J",546934,"M","London Region","Lower Than A Level","10-20","0-35",0,60,"N","Pass","FFF 2013J"
"24616","FFF","2013J",547154,"M","London Region","A Level or Equivalent","50-60%","0-35",0,120,"N","Pass","FFF 2013J"
"24617","FFF","2013J",547393,"M","Scotland","A Level or Equivalent","60-70%","0-35",0,60,"N","Fail","FFF 2013J"
"24618","FFF","2013J",547442,"F","North Western Region","A Level or Equivalent","80-90%","0-35",0,90,"N","Withdrawn","FFF 2013J"
"24619","FFF","2013J",547593,"M","East Anglian Region","Lower Than A Level","80-90%","0-35",0,60,"N","Withdrawn","FFF 2013J"
"24620","FFF","2013J",547773,"M","East Anglian Region","Post Graduate Qualification","90-100%","0-35",0,60,"N","Pass","FFF 2013J"
"24621","FFF","2013J",548080,"M","East Anglian Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Withdrawn","FFF 2013J"
"24622","FFF","2013J",548508,"M","South Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Pass","FFF 2013J"
"24623","FFF","2013J",548547,"F","Scotland","A Level or Equivalent","20-30%","0-35",1,60,"N","Fail","FFF 2013J"
"24624","FFF","2013J",548666,"M","South Region","Lower Than A Level","60-70%","0-35",0,90,"N","Pass","FFF 2013J"
"24625","FFF","2013J",548693,"M","South West Region","Lower Than A Level","50-60%","0-35",0,60,"N","Withdrawn","FFF 2013J"
"24626","FFF","2013J",548722,"F","Scotland","A Level or Equivalent","10-20","0-35",1,90,"N","Pass","FFF 2013J"
"24627","FFF","2013J",549300,"F","South West Region","Lower Than A Level","10-20","0-35",0,60,"Y","Distinction","FFF 2013J"
"24628","FFF","2013J",549397,"M","South West Region","A Level or Equivalent","30-40%","35-55",0,60,"N","Pass","FFF 2013J"
"24629","FFF","2013J",549523,"F","Ireland","A Level or Equivalent","0-10%","0-35",1,150,"Y","Withdrawn","FFF 2013J"
"24630","FFF","2013J",549648,"M","East Anglian Region","A Level or Equivalent","50-60%","35-55",0,60,"N","Pass","FFF 2013J"
"24631","FFF","2013J",550359,"M","Yorkshire Region","A Level or Equivalent","30-40%","0-35",0,120,"N","Withdrawn","FFF 2013J"
"24632","FFF","2013J",550477,"M","North Region","Lower Than A Level","?","0-35",0,120,"N","Fail","FFF 2013J"
"24633","FFF","2013J",550556,"F","North Western Region","Lower Than A Level","0-10%","0-35",1,60,"N","Fail","FFF 2013J"
"24634","FFF","2013J",551245,"F","North Region","HE Qualification","?","0-35",0,60,"N","Pass","FFF 2013J"
"24635","FFF","2013J",551277,"M","Ireland","A Level or Equivalent","70-80%","35-55",0,120,"N","Pass","FFF 2013J"
"24636","FFF","2013J",551299,"M","West Midlands Region","HE Qualification","0-10%","0-35",0,60,"N","Fail","FFF 2013J"
"24637","FFF","2013J",551354,"F","North Region","A Level or Equivalent","?","0-35",0,120,"N","Fail","FFF 2013J"
"24638","FFF","2013J",551373,"M","South Region","Lower Than A Level","50-60%","0-35",0,60,"N","Withdrawn","FFF 2013J"
"24639","FFF","2013J",551399,"F","North Western Region","A Level or Equivalent","40-50%","0-35",0,120,"N","Pass","FFF 2013J"
"24640","FFF","2013J",551500,"M","South Region","A Level or Equivalent","80-90%","0-35",0,120,"N","Withdrawn","FFF 2013J"
"24641","FFF","2013J",551557,"M","Yorkshire Region","A Level or Equivalent","20-30%","0-35",0,120,"N","Pass","FFF 2013J"
"24642","FFF","2013J",551745,"M","South East Region","Lower Than A Level","60-70%","35-55",0,120,"N","Fail","FFF 2013J"
"24643","FFF","2013J",551812,"M","South Region","A Level or Equivalent","50-60%","0-35",0,120,"N","Pass","FFF 2013J"
"24644","FFF","2013J",551823,"F","East Midlands Region","A Level or Equivalent","30-40%","35-55",0,120,"Y","Withdrawn","FFF 2013J"
"24645","FFF","2013J",552104,"F","South Region","A Level or Equivalent","80-90%","0-35",0,60,"Y","Distinction","FFF 2013J"
"24646","FFF","2013J",553187,"M","East Anglian Region","Lower Than A Level","0-10%","0-35",0,90,"N","Pass","FFF 2013J"
"24647","FFF","2013J",553283,"M","North Western Region","A Level or Equivalent","0-10%","0-35",0,60,"N","Distinction","FFF 2013J"
"24648","FFF","2013J",553364,"M","Scotland","A Level or Equivalent","20-30%","0-35",1,120,"N","Pass","FFF 2013J"
"24649","FFF","2013J",553427,"M","North Western Region","A Level or Equivalent","0-10%","0-35",0,60,"N","Pass","FFF 2013J"
"24650","FFF","2013J",554257,"F","Scotland","HE Qualification","90-100%","0-35",0,150,"N","Pass","FFF 2013J"
"24651","FFF","2013J",554276,"M","West Midlands Region","A Level or Equivalent","30-40%","0-35",0,120,"N","Fail","FFF 2013J"
"24652","FFF","2013J",554470,"M","South Region","Lower Than A Level","50-60%","0-35",0,90,"N","Pass","FFF 2013J"
"24653","FFF","2013J",554586,"M","London Region","A Level or Equivalent","70-80%","0-35",0,120,"N","Pass","FFF 2013J"
"24654","FFF","2013J",554846,"M","Ireland","A Level or Equivalent","80-90%","35-55",0,120,"N","Distinction","FFF 2013J"
"24655","FFF","2013J",555440,"M","East Anglian Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Withdrawn","FFF 2013J"
"24656","FFF","2013J",555498,"M","East Anglian Region","HE Qualification","50-60%","35-55",0,60,"N","Pass","FFF 2013J"
"24657","FFF","2013J",555691,"M","Scotland","Lower Than A Level","30-40%","0-35",0,210,"N","Withdrawn","FFF 2013J"
"24658","FFF","2013J",555786,"M","Wales","A Level or Equivalent","90-100%","0-35",1,90,"N","Fail","FFF 2013J"
"24659","FFF","2013J",555855,"F","South East Region","A Level or Equivalent","60-70%","35-55",0,60,"N","Pass","FFF 2013J"
"24660","FFF","2013J",555895,"F","East Anglian Region","Lower Than A Level","30-40%","0-35",0,90,"N","Withdrawn","FFF 2013J"
"24661","FFF","2013J",556275,"M","Scotland","Lower Than A Level","20-30%","0-35",0,60,"N","Withdrawn","FFF 2013J"
"24662","FFF","2013J",556492,"M","South Region","A Level or Equivalent","90-100%","0-35",1,180,"N","Withdrawn","FFF 2013J"
